"faobs_id","obs_type","reliability","total_quantity","total_est_yn","observers.x","species","admin_unit","sub_admin_unit","loc_accuracy","landform","air_temp","wind_speed","lat","lon","obs_notes","data_src_cd","version_name","date","day","month","year","total_est","site.id","survey.id","survey.conducted","dobs_cn","condition","repro_status","activity","quantity","gender","dobs_notes","age","srv_id","visit_id","project_nm","surv_type","protocol_nm","observers.y","gis_acres","amph_surv_yn","survey_notes","habitat_notes","data.type","individual.id","duration","time.to.detect","count","pass.id","survey.pass"
"1337","Visual","Fair",7,"N","C. BEAUSOLIEL","RACA","ORM00","ORM05","TR40",NA,NA,NA,42.65446221,-122.5470676,NA,"ORM00",NA,"5/8/1996",8,5,1996,0,13,14,1,"{F5BE0BBE-E4F7-4578-9ED4-69C7FD738268}","Live",NA,"Unknown",7,"Unknown",NA,"NR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PO",NA,NA,NA,1,1,"14_1"
"1337","Visual","Fair",7,"N","C. BEAUSOLIEL","RACA","ORM00","ORM05","TR40",NA,NA,NA,42.65446221,-122.5470676,NA,"ORM00",NA,"5/8/1996",8,5,1996,0,13,15,1,"{F5BE0BBE-E4F7-4578-9ED4-69C7FD738268}","Live",NA,"Unknown",7,"Unknown",NA,"NR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PO",NA,NA,NA,1,1,"15_1"
"1337","Visual","Fair",7,"N","C. BEAUSOLIEL","RACA","ORM00","ORM05","TR40",NA,NA,NA,42.65446221,-122.5470676,NA,"ORM00",NA,"5/8/1996",8,5,1996,0,13,16,1,"{F5BE0BBE-E4F7-4578-9ED4-69C7FD738268}","Live",NA,"Unknown",7,"Unknown",NA,"NR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PO",NA,NA,NA,1,1,"16_1"
"1337","Visual","Fair",7,"N","C. BEAUSOLIEL","RACA","ORM00","ORM05","TR40",NA,NA,NA,42.65446221,-122.5470676,NA,"ORM00",NA,"5/8/1996",8,5,1996,0,13,17,1,"{F5BE0BBE-E4F7-4578-9ED4-69C7FD738268}","Live",NA,"Unknown",7,"Unknown",NA,"NR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PO",NA,NA,NA,1,1,"17_1"
"1343","Visual","Fair",1,"N","C. BEAUSOLIEL","RACA","ORM00","ORM05","TR40",NA,NA,NA,42.6417089,-122.8835575,NA,"ORM00",NA,"5/16/1996",16,5,1996,0,11,18,1,"{76693A0C-3E5F-4147-B300-504EA1499C50}","Live",NA,"Unknown",1,"Unknown",NA,"NR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PO",NA,NA,NA,1,1,"18_1"
"3713","Visual","Good",1,"N","P. COLVARD;LINDA HALE","RACA","ORM00","ORM05","TR640",NA,NA,NA,42.58263637,-122.5525112,NA,"ORM00",NA,"8/21/1996",21,8,1996,0,4,19,1,"{68B105FA-EC1F-4D9B-80CF-D5D7C7104633}","Live",NA,"Unknown",1,"Unknown",NA,"NR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PO",NA,NA,NA,1,1,"19_1"
"1459","Visual","Good",1,"N","P. COLVARD;LINDA HALE","RACA","ORM00","ORM05","TR40",NA,NA,NA,42.58278412,-122.5534485,NA,"ORM00",NA,"8/22/1996",22,8,1996,0,5,20,1,"{D49EC656-EE3C-4052-B742-E7B540147842}","Live",NA,"Unknown",1,"Unknown",NA,"NR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PO",NA,NA,NA,1,1,"20_1"
"646","Visual","Good",2,"N","C. DONEGAN;M. MUCHOWSKI","RACA","ORM00","ORM05","TR40",NA,NA,NA,42.75233,-122.7731899,NA,"ORM00",NA,"3/14/1994",14,3,1994,0,18,21,1,"{8D500963-89CE-4B44-9205-0E74AC436EA2}","Live",NA,"Unknown",2,"Unknown",NA,"NR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PO",NA,NA,NA,1,1,"21_1"
"646","Visual","Good",2,"N","C. DONEGAN;M. MUCHOWSKI","RACA","ORM00","ORM05","TR40",NA,NA,NA,42.75233,-122.7731899,NA,"ORM00",NA,"3/14/1994",14,3,1994,0,18,22,1,"{8D500963-89CE-4B44-9205-0E74AC436EA2}","Live",NA,"Unknown",2,"Unknown",NA,"NR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PO",NA,NA,NA,1,1,"22_1"
"761","Visual","Fair",7,"N","C. BEAUSOLIEL","RACA","ORM00","ORM05","TR40",NA,NA,NA,42.65776711,-122.5516069,NA,"ORM00",NA,"4/11/1994",11,4,1994,0,15,23,1,"{3DEB34F8-54D3-462C-A554-ED665A25843D}","Live",NA,"Mating/Courting",4,"Unknown",NA,"juvenile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PO",NA,NA,NA,1,1,"23_1"
"761","Visual","Fair",7,"N","C. BEAUSOLIEL","RACA","ORM00","ORM05","TR40",NA,NA,NA,42.65776711,-122.5516069,NA,"ORM00",NA,"4/11/1994",11,4,1994,0,15,24,1,"{3DEB34F8-54D3-462C-A554-ED665A25843D}","Live",NA,"Mating/Courting",4,"Unknown",NA,"juvenile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PO",NA,NA,NA,1,1,"24_1"
"761","Visual","Fair",7,"N","C. BEAUSOLIEL","RACA","ORM00","ORM05","TR40",NA,NA,NA,42.65776711,-122.5516069,NA,"ORM00",NA,"4/11/1994",11,4,1994,0,15,25,1,"{3DEB34F8-54D3-462C-A554-ED665A25843D}","Live",NA,"Mating/Courting",4,"Unknown",NA,"juvenile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PO",NA,NA,NA,1,1,"25_1"
"761","Visual","Fair",7,"N","C. BEAUSOLIEL","RACA","ORM00","ORM05","TR40",NA,NA,NA,42.65776711,-122.5516069,NA,"ORM00",NA,"4/11/1994",11,4,1994,0,15,26,1,"{3DEB34F8-54D3-462C-A554-ED665A25843D}","Live",NA,"Mating/Courting",4,"Unknown",NA,"juvenile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PO",NA,NA,NA,1,1,"26_1"
"761","Visual","Fair",7,"N","C. BEAUSOLIEL","RACA","ORM00","ORM05","TR40",NA,NA,NA,42.65776711,-122.5516069,NA,"ORM00",NA,"4/11/1994",11,4,1994,0,15,27,1,"{8C5B5324-FAC3-461E-8830-D08F445D1077}","Live",NA,"Mating/Courting",3,"Unknown",NA,"NR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PO",NA,NA,NA,1,1,"27_1"
"761","Visual","Fair",7,"N","C. BEAUSOLIEL","RACA","ORM00","ORM05","TR40",NA,NA,NA,42.65776711,-122.5516069,NA,"ORM00",NA,"4/11/1994",11,4,1994,0,15,28,1,"{8C5B5324-FAC3-461E-8830-D08F445D1077}","Live",NA,"Mating/Courting",3,"Unknown",NA,"NR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PO",NA,NA,NA,1,1,"28_1"
"761","Visual","Fair",7,"N","C. BEAUSOLIEL","RACA","ORM00","ORM05","TR40",NA,NA,NA,42.65776711,-122.5516069,NA,"ORM00",NA,"4/11/1994",11,4,1994,0,15,29,1,"{8C5B5324-FAC3-461E-8830-D08F445D1077}","Live",NA,"Mating/Courting",3,"Unknown",NA,"NR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PO",NA,NA,NA,1,1,"29_1"
"1633","Visual","Good",1,"N","P. SWETS;P. LEWIS","RACA","ORM00","ORM05","TR640",NA,NA,NA,42.67103566,-122.489968,NA,"ORM00",NA,"8/25/1997",25,8,1997,0,17,30,1,"{311B804C-CD2C-40A6-AB5F-C84352FEFD15}","Live",NA,"Unknown",1,"Unknown",NA,"NR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PO",NA,NA,NA,1,1,"30_1"
"990","Visual","Fair",2,"N","C. BEAUSOLIEL","RACA","ORM00","ORM05","TR40",NA,NA,NA,42.66144198,-122.5471756,NA,"ORM00",NA,"4/12/1995",12,4,1995,0,16,31,1,"{6CFFD7C9-DA26-42B1-9C72-EE699A4EC290}","Live",NA,"Unknown",2,"Unknown",NA,"NR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PO",NA,NA,NA,1,1,"31_1"
"990","Visual","Fair",2,"N","C. BEAUSOLIEL","RACA","ORM00","ORM05","TR40",NA,NA,NA,42.66144198,-122.5471756,NA,"ORM00",NA,"4/12/1995",12,4,1995,0,16,32,1,"{6CFFD7C9-DA26-42B1-9C72-EE699A4EC290}","Live",NA,"Unknown",2,"Unknown",NA,"NR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PO",NA,NA,NA,1,1,"32_1"
"1153","Visual","Fair",1,"N","M. GATES","RACA","ORM00","ORM05","TR40",NA,NA,NA,42.59011082,-122.5433046,NA,"ORM00",NA,"8/16/1995",16,8,1995,0,7,33,1,"{76B1CEAA-F923-42D3-9A65-B016D9410144}","Live",NA,"Unknown",1,"Unknown",NA,"NR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PO",NA,NA,NA,1,1,"33_1"
"651","Visual","Good",10,"N","C. BEAUSOLIEL;M. MUCHOWSKI","RACA","ORM00","ORM05","TR40",NA,NA,NA,42.64431082,-122.486783,NA,"ORM00",NA,"3/15/1994",15,3,1994,0,12,34,1,"{720FDCBD-96F9-423A-A2DE-B25F35B4086D}","Live",NA,"Unknown",5,"Female",NA,"adult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PO",NA,NA,NA,1,1,"34_1"
"651","Visual","Good",10,"N","C. BEAUSOLIEL;M. MUCHOWSKI","RACA","ORM00","ORM05","TR40",NA,NA,NA,42.64431082,-122.486783,NA,"ORM00",NA,"3/15/1994",15,3,1994,0,12,35,1,"{720FDCBD-96F9-423A-A2DE-B25F35B4086D}","Live",NA,"Unknown",5,"Female",NA,"adult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PO",NA,NA,NA,1,1,"35_1"
"651","Visual","Good",10,"N","C. BEAUSOLIEL;M. MUCHOWSKI","RACA","ORM00","ORM05","TR40",NA,NA,NA,42.64431082,-122.486783,NA,"ORM00",NA,"3/15/1994",15,3,1994,0,12,36,1,"{720FDCBD-96F9-423A-A2DE-B25F35B4086D}","Live",NA,"Unknown",5,"Female",NA,"adult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PO",NA,NA,NA,1,1,"36_1"
"651","Visual","Good",10,"N","C. BEAUSOLIEL;M. MUCHOWSKI","RACA","ORM00","ORM05","TR40",NA,NA,NA,42.64431082,-122.486783,NA,"ORM00",NA,"3/15/1994",15,3,1994,0,12,37,1,"{720FDCBD-96F9-423A-A2DE-B25F35B4086D}","Live",NA,"Unknown",5,"Female",NA,"adult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PO",NA,NA,NA,1,1,"37_1"
"651","Visual","Good",10,"N","C. BEAUSOLIEL;M. MUCHOWSKI","RACA","ORM00","ORM05","TR40",NA,NA,NA,42.64431082,-122.486783,NA,"ORM00",NA,"3/15/1994",15,3,1994,0,12,38,1,"{720FDCBD-96F9-423A-A2DE-B25F35B4086D}","Live",NA,"Unknown",5,"Female",NA,"adult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PO",NA,NA,NA,1,1,"38_1"
"651","Visual","Good",10,"N","C. BEAUSOLIEL;M. MUCHOWSKI","RACA","ORM00","ORM05","TR40",NA,NA,NA,42.64431082,-122.486783,NA,"ORM00",NA,"3/15/1994",15,3,1994,0,12,39,1,"{F49ED9FB-40F7-4193-A26C-245C0156463E}","Live",NA,"Unknown",5,"Male",NA,"adult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PO",NA,NA,NA,1,1,"39_1"
"651","Visual","Good",10,"N","C. BEAUSOLIEL;M. MUCHOWSKI","RACA","ORM00","ORM05","TR40",NA,NA,NA,42.64431082,-122.486783,NA,"ORM00",NA,"3/15/1994",15,3,1994,0,12,40,1,"{F49ED9FB-40F7-4193-A26C-245C0156463E}","Live",NA,"Unknown",5,"Male",NA,"adult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PO",NA,NA,NA,1,1,"40_1"
"651","Visual","Good",10,"N","C. BEAUSOLIEL;M. MUCHOWSKI","RACA","ORM00","ORM05","TR40",NA,NA,NA,42.64431082,-122.486783,NA,"ORM00",NA,"3/15/1994",15,3,1994,0,12,41,1,"{F49ED9FB-40F7-4193-A26C-245C0156463E}","Live",NA,"Unknown",5,"Male",NA,"adult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PO",NA,NA,NA,1,1,"41_1"
"651","Visual","Good",10,"N","C. BEAUSOLIEL;M. MUCHOWSKI","RACA","ORM00","ORM05","TR40",NA,NA,NA,42.64431082,-122.486783,NA,"ORM00",NA,"3/15/1994",15,3,1994,0,12,42,1,"{F49ED9FB-40F7-4193-A26C-245C0156463E}","Live",NA,"Unknown",5,"Male",NA,"adult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PO",NA,NA,NA,1,1,"42_1"
"651","Visual","Good",10,"N","C. BEAUSOLIEL;M. MUCHOWSKI","RACA","ORM00","ORM05","TR40",NA,NA,NA,42.64431082,-122.486783,NA,"ORM00",NA,"3/15/1994",15,3,1994,0,12,43,1,"{F49ED9FB-40F7-4193-A26C-245C0156463E}","Live",NA,"Unknown",5,"Male",NA,"adult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PO",NA,NA,NA,1,1,"43_1"
"1139","Visual","Fair",1,"N","P. COLVARD","RACA","ORM00","ORM05","TR40",NA,NA,NA,42.58278412,-122.5534485,NA,"ORM00",NA,"7/27/1995",27,7,1995,0,5,44,1,"{C62B3F8C-D935-4934-9F8D-AE9207231B7D}","Live",NA,"Unknown",1,"Unknown",NA,"NR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PO",NA,NA,NA,1,1,"44_1"
"3167","Visual","Fair",4,"N","LINDA HALE","RACA","ORM00","ORM05","TR40",NA,NA,NA,42.63924506,-122.4958874,NA,"ORM00",NA,"7/27/2004",27,7,2004,0,9,45,1,"{731A24E4-E7BB-4553-9EA3-8F7C5C1CC505}","Live",NA,"Unknown",3,"Unknown",NA,"juvenile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PO",NA,NA,NA,1,1,"45_1"
"3167","Visual","Fair",4,"N","LINDA HALE","RACA","ORM00","ORM05","TR40",NA,NA,NA,42.63924506,-122.4958874,NA,"ORM00",NA,"7/27/2004",27,7,2004,0,9,46,1,"{731A24E4-E7BB-4553-9EA3-8F7C5C1CC505}","Live",NA,"Unknown",3,"Unknown",NA,"juvenile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PO",NA,NA,NA,1,1,"46_1"
"3167","Visual","Fair",4,"N","LINDA HALE","RACA","ORM00","ORM05","TR40",NA,NA,NA,42.63924506,-122.4958874,NA,"ORM00",NA,"7/27/2004",27,7,2004,0,9,47,1,"{731A24E4-E7BB-4553-9EA3-8F7C5C1CC505}","Live",NA,"Unknown",3,"Unknown",NA,"juvenile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PO",NA,NA,NA,1,1,"47_1"
"3167","Visual","Fair",4,"N","LINDA HALE","RACA","ORM00","ORM05","TR40",NA,NA,NA,42.63924506,-122.4958874,NA,"ORM00",NA,"7/27/2004",27,7,2004,0,9,48,1,"{1F671C52-A7F1-4075-8002-DEAF8A58A32B}","Live",NA,"Unknown",1,"Unknown",NA,"NR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PO",NA,NA,NA,1,1,"48_1"
"1602","Visual","Good",1,"N","P. SWETS;DAVE ROELOFS","RACA","ORM00","ORM05","TR40",NA,NA,NA,42.62665632,-122.4362332,NA,"ORM00",NA,"7/3/1997",3,7,1997,0,8,49,1,"{1B07E160-40C4-4E04-8DD6-08401C76628B}","Live",NA,"Unknown",1,"Unknown",NA,"NR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PO",NA,NA,NA,1,1,"49_1"
"571","Visual and Aural","Good",10,"N","C. BEAUSOLIEL;M. MUCHOWSKI","RACA","ORM00","ORM05","TR40",NA,NA,NA,42.64431082,-122.486783,NA,"ORM00",NA,"2/15/1994",15,2,1994,0,12,50,1,"{565EF62D-9521-4B17-BB9E-2F522E47CEAA}","Live",NA,"Mating/Courting",5,"Female",NA,"adult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PO",NA,NA,NA,1,1,"50_1"
"571","Visual and Aural","Good",10,"N","C. BEAUSOLIEL;M. MUCHOWSKI","RACA","ORM00","ORM05","TR40",NA,NA,NA,42.64431082,-122.486783,NA,"ORM00",NA,"2/15/1994",15,2,1994,0,12,51,1,"{565EF62D-9521-4B17-BB9E-2F522E47CEAA}","Live",NA,"Mating/Courting",5,"Female",NA,"adult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PO",NA,NA,NA,1,1,"51_1"
"571","Visual and Aural","Good",10,"N","C. BEAUSOLIEL;M. MUCHOWSKI","RACA","ORM00","ORM05","TR40",NA,NA,NA,42.64431082,-122.486783,NA,"ORM00",NA,"2/15/1994",15,2,1994,0,12,52,1,"{565EF62D-9521-4B17-BB9E-2F522E47CEAA}","Live",NA,"Mating/Courting",5,"Female",NA,"adult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PO",NA,NA,NA,1,1,"52_1"
"571","Visual and Aural","Good",10,"N","C. BEAUSOLIEL;M. MUCHOWSKI","RACA","ORM00","ORM05","TR40",NA,NA,NA,42.64431082,-122.486783,NA,"ORM00",NA,"2/15/1994",15,2,1994,0,12,53,1,"{565EF62D-9521-4B17-BB9E-2F522E47CEAA}","Live",NA,"Mating/Courting",5,"Female",NA,"adult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PO",NA,NA,NA,1,1,"53_1"
"571","Visual and Aural","Good",10,"N","C. BEAUSOLIEL;M. MUCHOWSKI","RACA","ORM00","ORM05","TR40",NA,NA,NA,42.64431082,-122.486783,NA,"ORM00",NA,"2/15/1994",15,2,1994,0,12,54,1,"{565EF62D-9521-4B17-BB9E-2F522E47CEAA}","Live",NA,"Mating/Courting",5,"Female",NA,"adult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PO",NA,NA,NA,1,1,"54_1"
"571","Visual and Aural","Good",10,"N","C. BEAUSOLIEL;M. MUCHOWSKI","RACA","ORM00","ORM05","TR40",NA,NA,NA,42.64431082,-122.486783,NA,"ORM00",NA,"2/15/1994",15,2,1994,0,12,55,1,"{5CAB07D9-EE1C-4370-BAC0-C7F66AAFFA9D}","Live",NA,"Mating/Courting",5,"Male",NA,"adult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PO",NA,NA,NA,1,1,"55_1"
"571","Visual and Aural","Good",10,"N","C. BEAUSOLIEL;M. MUCHOWSKI","RACA","ORM00","ORM05","TR40",NA,NA,NA,42.64431082,-122.486783,NA,"ORM00",NA,"2/15/1994",15,2,1994,0,12,56,1,"{5CAB07D9-EE1C-4370-BAC0-C7F66AAFFA9D}","Live",NA,"Mating/Courting",5,"Male",NA,"adult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PO",NA,NA,NA,1,1,"56_1"
"571","Visual and Aural","Good",10,"N","C. BEAUSOLIEL;M. MUCHOWSKI","RACA","ORM00","ORM05","TR40",NA,NA,NA,42.64431082,-122.486783,NA,"ORM00",NA,"2/15/1994",15,2,1994,0,12,57,1,"{5CAB07D9-EE1C-4370-BAC0-C7F66AAFFA9D}","Live",NA,"Mating/Courting",5,"Male",NA,"adult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PO",NA,NA,NA,1,1,"57_1"
"571","Visual and Aural","Good",10,"N","C. BEAUSOLIEL;M. MUCHOWSKI","RACA","ORM00","ORM05","TR40",NA,NA,NA,42.64431082,-122.486783,NA,"ORM00",NA,"2/15/1994",15,2,1994,0,12,58,1,"{5CAB07D9-EE1C-4370-BAC0-C7F66AAFFA9D}","Live",NA,"Mating/Courting",5,"Male",NA,"adult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PO",NA,NA,NA,1,1,"58_1"
"571","Visual and Aural","Good",10,"N","C. BEAUSOLIEL;M. MUCHOWSKI","RACA","ORM00","ORM05","TR40",NA,NA,NA,42.64431082,-122.486783,NA,"ORM00",NA,"2/15/1994",15,2,1994,0,12,59,1,"{5CAB07D9-EE1C-4370-BAC0-C7F66AAFFA9D}","Live",NA,"Mating/Courting",5,"Male",NA,"adult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PO",NA,NA,NA,1,1,"59_1"
"RACA_1994_8364","Visual","Excellent",1,"N","APPLEGARTH, JOHN","RACA","ORN00","ORN05","MAN1",NA,NA,NA,44.0210834,-122.2363168,"Hidden Lake; frog was resting on long log in floating bog in the NE corner of the lake","ORN00","SDEROSIE.GeoBOB_121409-094243","6/1/1994",1,6,1994,0,29,60,1,"{F817C5E9-8259-4217-9003-CCE4A54B7C09}",NA,NA,NA,1,"Unknown","Observed only (not captured) during fieldtrip for the South Fork Watershed Analysis (led by Rick Breckel)","juvenile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PO",NA,NA,NA,1,1,"60_1"
