"site.id","lat","lon","round","date","day","month","year","disturbance","elevation_m","mixedmesic","streamless50m","survey.id","data.type","time.to.detect","individual.id","survey.conducted","pass.id","survey.pass","method","species","age","count"
"BC001",35.676247028119,-83.4778233967752,5,"5/31/2000",31,5,2000,1,841.248,1,1,10,"count",NA,NA,1,1,"10_1","NCT & CBS","EWIL","adult",0
"BC001",35.676247028119,-83.4778233967752,5,"5/31/2000",31,5,2000,1,841.248,1,1,10,"count",NA,NA,1,1,"10_1","NCT & CBS","PGCO","adult",0
"BC001",35.676247028119,-83.4778233967752,5,"5/31/2000",31,5,2000,1,841.248,1,1,10,"count",NA,NA,1,1,"10_1","NCT & CBS","PJOR","adult",0
"BC001",35.676247028119,-83.4778233967752,5,"5/31/2000",31,5,2000,1,841.248,1,1,10,"count",NA,NA,1,1,"10_1","NCT & CBS","PLSE","adult",0
"BC001",35.676247028119,-83.4778233967752,1,"4/5/2001",5,4,2001,1,841.248,1,1,4,"count",NA,NA,1,1,"4_1","NCT & CBS","DFCO","adult",0
"BC001",35.676247028119,-83.4778233967752,1,"4/5/2001",5,4,2001,1,841.248,1,1,4,"count",NA,NA,1,1,"4_1","NCT & CBS","DIMI","adult",0
"BC001",35.676247028119,-83.4778233967752,1,"4/5/2001",5,4,2001,1,841.248,1,1,4,"count",NA,NA,1,1,"4_1","NCT & CBS","DWRI","adult",0
"BC001",35.676247028119,-83.4778233967752,1,"4/5/2001",5,4,2001,1,841.248,1,1,4,"count",NA,NA,1,1,"4_1","NCT & CBS","EWIL","adult",0
"BC001",35.676247028119,-83.4778233967752,1,"4/5/2001",5,4,2001,1,841.248,1,1,4,"count",NA,NA,1,1,"4_1","NCT & CBS","PGCO","adult",1
"BC001",35.676247028119,-83.4778233967752,1,"4/5/2001",5,4,2001,1,841.248,1,1,4,"count",NA,NA,1,1,"4_1","NCT & CBS","PJOR","adult",0
"BC001",35.676247028119,-83.4778233967752,1,"4/5/2001",5,4,2001,1,841.248,1,1,4,"count",NA,NA,1,1,"4_1","NCT & CBS","PLSE","adult",2
"BC001",35.676247028119,-83.4778233967752,2,"4/18/2001",18,4,2001,1,841.248,1,1,8,"count",NA,NA,1,1,"8_1","NCT & CBS","DFCO","adult",0
"BC001",35.676247028119,-83.4778233967752,2,"4/18/2001",18,4,2001,1,841.248,1,1,8,"count",NA,NA,1,1,"8_1","NCT & CBS","DIMI","adult",0
"BC001",35.676247028119,-83.4778233967752,2,"4/18/2001",18,4,2001,1,841.248,1,1,8,"count",NA,NA,1,1,"8_1","NCT & CBS","DWRI","adult",0
"BC001",35.676247028119,-83.4778233967752,2,"4/18/2001",18,4,2001,1,841.248,1,1,8,"count",NA,NA,1,1,"8_1","NCT & CBS","EWIL","adult",0
"BC001",35.676247028119,-83.4778233967752,2,"4/18/2001",18,4,2001,1,841.248,1,1,8,"count",NA,NA,1,1,"8_1","NCT & CBS","PGCO","adult",1
"BC001",35.676247028119,-83.4778233967752,2,"4/18/2001",18,4,2001,1,841.248,1,1,8,"count",NA,NA,1,1,"8_1","NCT & CBS","PJOR","adult",0
"BC001",35.676247028119,-83.4778233967752,2,"4/18/2001",18,4,2001,1,841.248,1,1,8,"count",NA,NA,1,1,"8_1","NCT & CBS","PLSE","adult",0
"BC001",35.676247028119,-83.4778233967752,3,"5/1/2001",1,5,2001,1,841.248,1,1,1,"count",NA,NA,1,1,"1_1","NCT & CBS","DFCO","adult",0
"BC001",35.676247028119,-83.4778233967752,3,"5/1/2001",1,5,2001,1,841.248,1,1,1,"count",NA,NA,1,1,"1_1","NCT & CBS","DIMI","adult",0
"BC001",35.676247028119,-83.4778233967752,3,"5/1/2001",1,5,2001,1,841.248,1,1,1,"count",NA,NA,1,1,"1_1","NCT & CBS","DWRI","adult",0
"BC001",35.676247028119,-83.4778233967752,3,"5/1/2001",1,5,2001,1,841.248,1,1,1,"count",NA,NA,1,1,"1_1","NCT & CBS","EWIL","adult",0
"BC001",35.676247028119,-83.4778233967752,3,"5/1/2001",1,5,2001,1,841.248,1,1,1,"count",NA,NA,1,1,"1_1","NCT & CBS","PGCO","adult",0
"BC001",35.676247028119,-83.4778233967752,3,"5/1/2001",1,5,2001,1,841.248,1,1,1,"count",NA,NA,1,1,"1_1","NCT & CBS","PJOR","adult",0
"BC001",35.676247028119,-83.4778233967752,3,"5/1/2001",1,5,2001,1,841.248,1,1,1,"count",NA,NA,1,1,"1_1","NCT & CBS","PLSE","adult",0
"BC001",35.676247028119,-83.4778233967752,4,"5/15/2001",15,5,2001,1,841.248,1,1,6,"count",NA,NA,1,1,"6_1","NCT & CBS","DFCO","adult",0
"BC001",35.676247028119,-83.4778233967752,4,"5/15/2001",15,5,2001,1,841.248,1,1,6,"count",NA,NA,1,1,"6_1","NCT & CBS","DIMI","adult",0
"BC001",35.676247028119,-83.4778233967752,4,"5/15/2001",15,5,2001,1,841.248,1,1,6,"count",NA,NA,1,1,"6_1","NCT & CBS","DWRI","adult",0
"BC001",35.676247028119,-83.4778233967752,4,"5/15/2001",15,5,2001,1,841.248,1,1,6,"count",NA,NA,1,1,"6_1","NCT & CBS","EWIL","adult",0
"BC001",35.676247028119,-83.4778233967752,4,"5/15/2001",15,5,2001,1,841.248,1,1,6,"count",NA,NA,1,1,"6_1","NCT & CBS","PGCO","adult",0
"BC001",35.676247028119,-83.4778233967752,4,"5/15/2001",15,5,2001,1,841.248,1,1,6,"count",NA,NA,1,1,"6_1","NCT & CBS","PJOR","adult",0
"BC001",35.676247028119,-83.4778233967752,4,"5/15/2001",15,5,2001,1,841.248,1,1,6,"count",NA,NA,1,1,"6_1","NCT & CBS","PLSE","adult",0
"BC001",35.676247028119,-83.4778233967752,5,"6/3/2001",3,6,2001,1,841.248,1,1,2,"count",NA,NA,1,1,"2_1","NCT & CBS","DFCO","adult",0
"BC001",35.676247028119,-83.4778233967752,5,"6/3/2001",3,6,2001,1,841.248,1,1,2,"count",NA,NA,1,1,"2_1","NCT & CBS","DIMI","adult",0
"BC001",35.676247028119,-83.4778233967752,5,"6/3/2001",3,6,2001,1,841.248,1,1,2,"count",NA,NA,1,1,"2_1","NCT & CBS","DWRI","adult",0
"BC001",35.676247028119,-83.4778233967752,5,"6/3/2001",3,6,2001,1,841.248,1,1,2,"count",NA,NA,1,1,"2_1","NCT & CBS","EWIL","adult",0
"BC001",35.676247028119,-83.4778233967752,5,"6/3/2001",3,6,2001,1,841.248,1,1,2,"count",NA,NA,1,1,"2_1","NCT & CBS","PGCO","adult",1
"BC001",35.676247028119,-83.4778233967752,5,"6/3/2001",3,6,2001,1,841.248,1,1,2,"count",NA,NA,1,1,"2_1","NCT & CBS","PJOR","adult",0
"BC001",35.676247028119,-83.4778233967752,5,"6/3/2001",3,6,2001,1,841.248,1,1,2,"count",NA,NA,1,1,"2_1","NCT & CBS","PLSE","adult",0
"BC003",35.6798665491947,-83.4785117108369,1,"3/31/2000",31,3,2000,1,853.44,1,0,19,"count",NA,NA,1,1,"19_1","NCT & CBS","DFCO","adult",0
"BC003",35.6798665491947,-83.4785117108369,1,"3/31/2000",31,3,2000,1,853.44,1,0,19,"count",NA,NA,1,1,"19_1","NCT & CBS","DIMI","adult",0
"BC003",35.6798665491947,-83.4785117108369,1,"3/31/2000",31,3,2000,1,853.44,1,0,19,"count",NA,NA,1,1,"19_1","NCT & CBS","DWRI","adult",0
"BC003",35.6798665491947,-83.4785117108369,1,"3/31/2000",31,3,2000,1,853.44,1,0,19,"count",NA,NA,1,1,"19_1","NCT & CBS","EWIL","adult",0
"BC003",35.6798665491947,-83.4785117108369,1,"3/31/2000",31,3,2000,1,853.44,1,0,19,"count",NA,NA,1,1,"19_1","NCT & CBS","PGCO","adult",0
"BC003",35.6798665491947,-83.4785117108369,1,"3/31/2000",31,3,2000,1,853.44,1,0,19,"count",NA,NA,1,1,"19_1","NCT & CBS","PJOR","adult",0
"BC003",35.6798665491947,-83.4785117108369,1,"3/31/2000",31,3,2000,1,853.44,1,0,19,"count",NA,NA,1,1,"19_1","NCT & CBS","PLSE","adult",0
"BC003",35.6798665491947,-83.4785117108369,2,"4/18/2000",18,4,2000,1,853.44,1,0,17,"count",NA,NA,1,1,"17_1","NCT & CBS","DFCO","adult",0
"BC003",35.6798665491947,-83.4785117108369,2,"4/18/2000",18,4,2000,1,853.44,1,0,17,"count",NA,NA,1,1,"17_1","NCT & CBS","DIMI","adult",0
"BC003",35.6798665491947,-83.4785117108369,2,"4/18/2000",18,4,2000,1,853.44,1,0,17,"count",NA,NA,1,1,"17_1","NCT & CBS","DWRI","adult",0
"BC003",35.6798665491947,-83.4785117108369,2,"4/18/2000",18,4,2000,1,853.44,1,0,17,"count",NA,NA,1,1,"17_1","NCT & CBS","EWIL","adult",0
"BC003",35.6798665491947,-83.4785117108369,2,"4/18/2000",18,4,2000,1,853.44,1,0,17,"count",NA,NA,1,1,"17_1","NCT & CBS","PGCO","adult",0
"BC003",35.6798665491947,-83.4785117108369,2,"4/18/2000",18,4,2000,1,853.44,1,0,17,"count",NA,NA,1,1,"17_1","NCT & CBS","PJOR","adult",0
"BC003",35.6798665491947,-83.4785117108369,2,"4/18/2000",18,4,2000,1,853.44,1,0,17,"count",NA,NA,1,1,"17_1","NCT & CBS","PLSE","adult",2
"BC003",35.6798665491947,-83.4785117108369,3,"5/3/2000",3,5,2000,1,853.44,1,0,12,"count",NA,NA,1,1,"12_1","NCT & CBS","DFCO","adult",0
"BC003",35.6798665491947,-83.4785117108369,3,"5/3/2000",3,5,2000,1,853.44,1,0,12,"count",NA,NA,1,1,"12_1","NCT & CBS","DIMI","adult",0
"BC003",35.6798665491947,-83.4785117108369,3,"5/3/2000",3,5,2000,1,853.44,1,0,12,"count",NA,NA,1,1,"12_1","NCT & CBS","DWRI","adult",0
"BC003",35.6798665491947,-83.4785117108369,3,"5/3/2000",3,5,2000,1,853.44,1,0,12,"count",NA,NA,1,1,"12_1","NCT & CBS","EWIL","adult",0
"BC003",35.6798665491947,-83.4785117108369,3,"5/3/2000",3,5,2000,1,853.44,1,0,12,"count",NA,NA,1,1,"12_1","NCT & CBS","PGCO","adult",1
"BC003",35.6798665491947,-83.4785117108369,3,"5/3/2000",3,5,2000,1,853.44,1,0,12,"count",NA,NA,1,1,"12_1","NCT & CBS","PJOR","adult",0
"BC003",35.6798665491947,-83.4785117108369,3,"5/3/2000",3,5,2000,1,853.44,1,0,12,"count",NA,NA,1,1,"12_1","NCT & CBS","PLSE","adult",0
"BC003",35.6798665491947,-83.4785117108369,4,"5/14/2000",14,5,2000,1,853.44,1,0,15,"count",NA,NA,1,1,"15_1","NCT & CBS","DFCO","adult",0
"BC003",35.6798665491947,-83.4785117108369,4,"5/14/2000",14,5,2000,1,853.44,1,0,15,"count",NA,NA,1,1,"15_1","NCT & CBS","DIMI","adult",0
"BC003",35.6798665491947,-83.4785117108369,4,"5/14/2000",14,5,2000,1,853.44,1,0,15,"count",NA,NA,1,1,"15_1","NCT & CBS","DWRI","adult",0
"BC003",35.6798665491947,-83.4785117108369,4,"5/14/2000",14,5,2000,1,853.44,1,0,15,"count",NA,NA,1,1,"15_1","NCT & CBS","EWIL","adult",0
"BC003",35.6798665491947,-83.4785117108369,4,"5/14/2000",14,5,2000,1,853.44,1,0,15,"count",NA,NA,1,1,"15_1","NCT & CBS","PGCO","adult",0
"BC003",35.6798665491947,-83.4785117108369,4,"5/14/2000",14,5,2000,1,853.44,1,0,15,"count",NA,NA,1,1,"15_1","NCT & CBS","PJOR","adult",0
"BC003",35.6798665491947,-83.4785117108369,4,"5/14/2000",14,5,2000,1,853.44,1,0,15,"count",NA,NA,1,1,"15_1","NCT & CBS","PLSE","adult",0
"BC003",35.6798665491947,-83.4785117108369,5,"5/31/2000",31,5,2000,1,853.44,1,0,20,"count",NA,NA,1,1,"20_1","NCT & CBS","DFCO","adult",0
"BC003",35.6798665491947,-83.4785117108369,5,"5/31/2000",31,5,2000,1,853.44,1,0,20,"count",NA,NA,1,1,"20_1","NCT & CBS","DIMI","adult",0
"BC003",35.6798665491947,-83.4785117108369,5,"5/31/2000",31,5,2000,1,853.44,1,0,20,"count",NA,NA,1,1,"20_1","NCT & CBS","DWRI","adult",0
"BC003",35.6798665491947,-83.4785117108369,5,"5/31/2000",31,5,2000,1,853.44,1,0,20,"count",NA,NA,1,1,"20_1","NCT & CBS","EWIL","adult",0
"BC003",35.6798665491947,-83.4785117108369,5,"5/31/2000",31,5,2000,1,853.44,1,0,20,"count",NA,NA,1,1,"20_1","NCT & CBS","PGCO","adult",0
"BC003",35.6798665491947,-83.4785117108369,5,"5/31/2000",31,5,2000,1,853.44,1,0,20,"count",NA,NA,1,1,"20_1","NCT & CBS","PJOR","adult",0
"BC003",35.6798665491947,-83.4785117108369,5,"5/31/2000",31,5,2000,1,853.44,1,0,20,"count",NA,NA,1,1,"20_1","NCT & CBS","PLSE","adult",0
"BC003",35.6798665491947,-83.4785117108369,1,"4/5/2001",5,4,2001,1,853.44,1,0,14,"count",NA,NA,1,1,"14_1","NCT & CBS","DFCO","adult",0
"BC003",35.6798665491947,-83.4785117108369,1,"4/5/2001",5,4,2001,1,853.44,1,0,14,"count",NA,NA,1,1,"14_1","NCT & CBS","DIMI","adult",0
"BC003",35.6798665491947,-83.4785117108369,1,"4/5/2001",5,4,2001,1,853.44,1,0,14,"count",NA,NA,1,1,"14_1","NCT & CBS","DWRI","adult",0
"BC003",35.6798665491947,-83.4785117108369,1,"4/5/2001",5,4,2001,1,853.44,1,0,14,"count",NA,NA,1,1,"14_1","NCT & CBS","EWIL","adult",0
"BC003",35.6798665491947,-83.4785117108369,1,"4/5/2001",5,4,2001,1,853.44,1,0,14,"count",NA,NA,1,1,"14_1","NCT & CBS","PGCO","adult",0
"BC003",35.6798665491947,-83.4785117108369,1,"4/5/2001",5,4,2001,1,853.44,1,0,14,"count",NA,NA,1,1,"14_1","NCT & CBS","PJOR","adult",0
"BC003",35.6798665491947,-83.4785117108369,1,"4/5/2001",5,4,2001,1,853.44,1,0,14,"count",NA,NA,1,1,"14_1","NCT & CBS","PLSE","adult",1
"BC003",35.6798665491947,-83.4785117108369,2,"4/18/2001",18,4,2001,1,853.44,1,0,18,"count",NA,NA,1,1,"18_1","NCT & CBS","DFCO","adult",0
"BC003",35.6798665491947,-83.4785117108369,2,"4/18/2001",18,4,2001,1,853.44,1,0,18,"count",NA,NA,1,1,"18_1","NCT & CBS","DIMI","adult",0
"BC003",35.6798665491947,-83.4785117108369,2,"4/18/2001",18,4,2001,1,853.44,1,0,18,"count",NA,NA,1,1,"18_1","NCT & CBS","DWRI","adult",0
"BC003",35.6798665491947,-83.4785117108369,2,"4/18/2001",18,4,2001,1,853.44,1,0,18,"count",NA,NA,1,1,"18_1","NCT & CBS","EWIL","adult",0
"BC003",35.6798665491947,-83.4785117108369,2,"4/18/2001",18,4,2001,1,853.44,1,0,18,"count",NA,NA,1,1,"18_1","NCT & CBS","PGCO","adult",1
"BC003",35.6798665491947,-83.4785117108369,2,"4/18/2001",18,4,2001,1,853.44,1,0,18,"count",NA,NA,1,1,"18_1","NCT & CBS","PJOR","adult",0
"BC003",35.6798665491947,-83.4785117108369,2,"4/18/2001",18,4,2001,1,853.44,1,0,18,"count",NA,NA,1,1,"18_1","NCT & CBS","PLSE","adult",0
"BC003",35.6798665491947,-83.4785117108369,3,"5/1/2001",1,5,2001,1,853.44,1,0,11,"count",NA,NA,1,1,"11_1","NCT & CBS","DFCO","adult",0
"BC003",35.6798665491947,-83.4785117108369,3,"5/1/2001",1,5,2001,1,853.44,1,0,11,"count",NA,NA,1,1,"11_1","NCT & CBS","DIMI","adult",0
"BC003",35.6798665491947,-83.4785117108369,3,"5/1/2001",1,5,2001,1,853.44,1,0,11,"count",NA,NA,1,1,"11_1","NCT & CBS","DWRI","adult",0
"BC003",35.6798665491947,-83.4785117108369,3,"5/1/2001",1,5,2001,1,853.44,1,0,11,"count",NA,NA,1,1,"11_1","NCT & CBS","EWIL","adult",0
"BC003",35.6798665491947,-83.4785117108369,3,"5/1/2001",1,5,2001,1,853.44,1,0,11,"count",NA,NA,1,1,"11_1","NCT & CBS","PGCO","adult",0
"BC003",35.6798665491947,-83.4785117108369,3,"5/1/2001",1,5,2001,1,853.44,1,0,11,"count",NA,NA,1,1,"11_1","NCT & CBS","PJOR","adult",0
"BC003",35.6798665491947,-83.4785117108369,3,"5/1/2001",1,5,2001,1,853.44,1,0,11,"count",NA,NA,1,1,"11_1","NCT & CBS","PLSE","adult",0
"BC003",35.6798665491947,-83.4785117108369,4,"5/15/2001",15,5,2001,1,853.44,1,0,16,"count",NA,NA,1,1,"16_1","NCT & CBS","DFCO","adult",0
"BC003",35.6798665491947,-83.4785117108369,4,"5/15/2001",15,5,2001,1,853.44,1,0,16,"count",NA,NA,1,1,"16_1","NCT & CBS","DIMI","adult",0
"BC003",35.6798665491947,-83.4785117108369,4,"5/15/2001",15,5,2001,1,853.44,1,0,16,"count",NA,NA,1,1,"16_1","NCT & CBS","DWRI","adult",0
"BC003",35.6798665491947,-83.4785117108369,4,"5/15/2001",15,5,2001,1,853.44,1,0,16,"count",NA,NA,1,1,"16_1","NCT & CBS","EWIL","adult",0
"BC003",35.6798665491947,-83.4785117108369,4,"5/15/2001",15,5,2001,1,853.44,1,0,16,"count",NA,NA,1,1,"16_1","NCT & CBS","PGCO","adult",0
"BC003",35.6798665491947,-83.4785117108369,4,"5/15/2001",15,5,2001,1,853.44,1,0,16,"count",NA,NA,1,1,"16_1","NCT & CBS","PJOR","adult",0
"BC003",35.6798665491947,-83.4785117108369,4,"5/15/2001",15,5,2001,1,853.44,1,0,16,"count",NA,NA,1,1,"16_1","NCT & CBS","PLSE","adult",0
"BC003",35.6798665491947,-83.4785117108369,5,"6/3/2001",3,6,2001,1,853.44,1,0,13,"count",NA,NA,1,1,"13_1","NCT & CBS","DFCO","adult",0
"BC003",35.6798665491947,-83.4785117108369,5,"6/3/2001",3,6,2001,1,853.44,1,0,13,"count",NA,NA,1,1,"13_1","NCT & CBS","DIMI","adult",0
"BC003",35.6798665491947,-83.4785117108369,5,"6/3/2001",3,6,2001,1,853.44,1,0,13,"count",NA,NA,1,1,"13_1","NCT & CBS","DWRI","adult",0
"BC003",35.6798665491947,-83.4785117108369,5,"6/3/2001",3,6,2001,1,853.44,1,0,13,"count",NA,NA,1,1,"13_1","NCT & CBS","EWIL","adult",0
"BC003",35.6798665491947,-83.4785117108369,5,"6/3/2001",3,6,2001,1,853.44,1,0,13,"count",NA,NA,1,1,"13_1","NCT & CBS","PGCO","adult",0
"BC003",35.6798665491947,-83.4785117108369,5,"6/3/2001",3,6,2001,1,853.44,1,0,13,"count",NA,NA,1,1,"13_1","NCT & CBS","PJOR","adult",0
"BC003",35.6798665491947,-83.4785117108369,5,"6/3/2001",3,6,2001,1,853.44,1,0,13,"count",NA,NA,1,1,"13_1","NCT & CBS","PLSE","adult",0
"BC004",35.6852624566359,-83.4800410648884,1,"3/31/2000",31,3,2000,1,780.288,1,1,29,"count",NA,NA,1,1,"29_1","NCT & CBS","DFCO","adult",0
"BC004",35.6852624566359,-83.4800410648884,1,"3/31/2000",31,3,2000,1,780.288,1,1,29,"count",NA,NA,1,1,"29_1","NCT & CBS","DIMI","adult",0
"BC004",35.6852624566359,-83.4800410648884,1,"3/31/2000",31,3,2000,1,780.288,1,1,29,"count",NA,NA,1,1,"29_1","NCT & CBS","DWRI","adult",0
"BC004",35.6852624566359,-83.4800410648884,1,"3/31/2000",31,3,2000,1,780.288,1,1,29,"count",NA,NA,1,1,"29_1","NCT & CBS","EWIL","adult",0
"BC004",35.6852624566359,-83.4800410648884,1,"3/31/2000",31,3,2000,1,780.288,1,1,29,"count",NA,NA,1,1,"29_1","NCT & CBS","PGCO","adult",0
"BC004",35.6852624566359,-83.4800410648884,1,"3/31/2000",31,3,2000,1,780.288,1,1,29,"count",NA,NA,1,1,"29_1","NCT & CBS","PJOR","adult",0
"BC004",35.6852624566359,-83.4800410648884,1,"3/31/2000",31,3,2000,1,780.288,1,1,29,"count",NA,NA,1,1,"29_1","NCT & CBS","PLSE","adult",4
"BC004",35.6852624566359,-83.4800410648884,2,"4/18/2000",18,4,2000,1,780.288,1,1,27,"count",NA,NA,1,1,"27_1","NCT & CBS","DFCO","adult",0
"BC004",35.6852624566359,-83.4800410648884,2,"4/18/2000",18,4,2000,1,780.288,1,1,27,"count",NA,NA,1,1,"27_1","NCT & CBS","DIMI","adult",0
"BC004",35.6852624566359,-83.4800410648884,2,"4/18/2000",18,4,2000,1,780.288,1,1,27,"count",NA,NA,1,1,"27_1","NCT & CBS","DWRI","adult",0
"BC004",35.6852624566359,-83.4800410648884,2,"4/18/2000",18,4,2000,1,780.288,1,1,27,"count",NA,NA,1,1,"27_1","NCT & CBS","EWIL","adult",1
"BC004",35.6852624566359,-83.4800410648884,2,"4/18/2000",18,4,2000,1,780.288,1,1,27,"count",NA,NA,1,1,"27_1","NCT & CBS","PGCO","adult",0
"BC004",35.6852624566359,-83.4800410648884,2,"4/18/2000",18,4,2000,1,780.288,1,1,27,"count",NA,NA,1,1,"27_1","NCT & CBS","PJOR","adult",0
"BC004",35.6852624566359,-83.4800410648884,2,"4/18/2000",18,4,2000,1,780.288,1,1,27,"count",NA,NA,1,1,"27_1","NCT & CBS","PLSE","adult",1
"BC004",35.6852624566359,-83.4800410648884,3,"5/3/2000",3,5,2000,1,780.288,1,1,22,"count",NA,NA,1,1,"22_1","NCT & CBS","DFCO","adult",0
"BC004",35.6852624566359,-83.4800410648884,3,"5/3/2000",3,5,2000,1,780.288,1,1,22,"count",NA,NA,1,1,"22_1","NCT & CBS","DIMI","adult",0
"BC004",35.6852624566359,-83.4800410648884,3,"5/3/2000",3,5,2000,1,780.288,1,1,22,"count",NA,NA,1,1,"22_1","NCT & CBS","DWRI","adult",0
"BC004",35.6852624566359,-83.4800410648884,3,"5/3/2000",3,5,2000,1,780.288,1,1,22,"count",NA,NA,1,1,"22_1","NCT & CBS","EWIL","adult",1
"BC004",35.6852624566359,-83.4800410648884,3,"5/3/2000",3,5,2000,1,780.288,1,1,22,"count",NA,NA,1,1,"22_1","NCT & CBS","PGCO","adult",0
