"year","date","day","month","site.id","count","tempc","litter.depth.cm","woody.cover.number","number.of.rocks","day.since.rain","position","transaspect","landform.index","terrainshape.index","percent.slope","photsynthetic.active.radiation.percent","soil.water.holding.capacity","lat","lon","species","data.type","time.to.detect","age","survey.conducted","individual.id","survey.id","pass.id","survey.pass"
2010,"4/10/2010",10,4,11.1,0,15.93,3.33,7,2,7,1,1.987,12.313,-0.063,27,0.07,10.002,37.471976,-91.27119388,"PLSE","count",NA,"NR",1,NA,545,1,"545_1"
2010,"4/10/2010",10,4,11.2,0,16.6,3.5,5,0,7,2,0.125,19.563,6.938,32,0.069,4.676,37.47245679,-91.27006807,"PLSE","count",NA,"NR",1,NA,572,1,"572_1"
2010,"4/10/2010",10,4,14.1,0,20,1.5,4,60,7,1,0.293,12.188,-1.188,33,0.422,7.536,37.47125057,-91.27280423,"PLSE","count",NA,"NR",1,NA,707,1,"707_1"
2010,"4/10/2010",10,4,14.2,0,15.8,1.83,4,31,7,2,1.22,13.563,0.125,31,0.166,7.113,37.47099097,-91.2740393,"PLSE","count",NA,"NR",1,NA,734,1,"734_1"
2010,"4/10/2010",10,4,6.2,1,17.93,2.5,6,5,7,2,1.86,14.188,2.938,39,0.117,9.872,37.47571404,-91.26445053,"PLSE","count",NA,"NR",1,NA,302,1,"302_1"
2010,"4/10/2010",10,4,7.1,1,21.87,1,7,32,7,1,0.519,9,-0.5,27,0.129,8.078,37.47350367,-91.2671717,"PLSE","count",NA,"NR",1,NA,329,1,"329_1"
2010,"4/10/2010",10,4,8.2,1,16.73,2.5,4,11,7,2,1.926,12.625,3.438,30,0.079,11.844,37.47362364,-91.26361045,"PLSE","count",NA,"NR",1,NA,410,1,"410_1"
2010,"4/10/2010",10,4,9.2,1,15.8,2,4,2,7,2,1.831,8.875,-0.188,26.5,0.151,11.89,37.47102856,-91.26463184,"PLSE","count",NA,"NR",1,NA,464,1,"464_1"
2010,"4/10/2010",10,4,12.1,1,17.07,2.67,4,1,7,1,1.707,6.563,-1.188,25.5,0.045,7.509,37.46898788,-91.26663224,"PLSE","count",NA,"NR",1,NA,599,1,"599_1"
2010,"4/10/2010",10,4,12.2,1,20,2.33,5,20,7,2,0.049,15,1.063,34,0.061,9.679,37.46850025,-91.26774154,"PLSE","count",NA,"NR",1,NA,626,1,"626_1"
2010,"4/10/2010",10,4,18.1,1,18.13,2.5,5,5,7,1,0.094,4.563,-0.063,22,0.08,8.12,37.47976171,-91.2753858,"PLSE","count",NA,"NR",1,NA,923,1,"923_1"
2010,"4/10/2010",10,4,7.2,2,18.67,2.83,6,7,7,2,1.145,18.25,13.188,23,0.184,8.835,37.47252487,-91.26684986,"PLSE","count",NA,"NR",1,NA,356,1,"356_1"
2010,"4/10/2010",10,4,18.2,2,17,2.5,1,73,7,2,0.137,22.063,9.188,33,0.105,11.904,37.47905622,-91.27430583,"PLSE","count",NA,"NR",1,NA,950,1,"950_1"
2010,"4/10/2010",10,4,8.1,3,14.37,2.5,4,2,7,1,1.578,3.188,0.625,19,0.053,9.889,37.47336106,-91.26483266,"PLSE","count",NA,"NR",1,NA,383,1,"383_1"
2010,"4/11/2010",11,4,13.2,0,23.6,2.33,9,10,8,2,1.056,6.063,1.25,30,0.049,11.759,37.46575438,-91.26817544,"PLSE","count",NA,"NR",1,NA,680,1,"680_1"
2010,"4/11/2010",11,4,16.1,0,23.87,2.67,6,17,8,1,0.047,7.25,0.125,30,0.097,4.507,37.46821881,-91.27175712,"PLSE","count",NA,"NR",1,NA,815,1,"815_1"
2010,"4/11/2010",11,4,16.2,0,28.37,1.33,3,5,8,2,0.049,10.25,-1.438,27.5,0.065,9.306,37.4676649,-91.27281487,"PLSE","count",NA,"NR",1,NA,842,1,"842_1"
2010,"4/11/2010",11,4,17.2,0,11.33,2.67,6,28,8,2,0.034,9.063,0.813,28,0.071,7.874,37.46518227,-91.27289384,"PLSE","count",NA,"NR",1,NA,896,1,"896_1"
2010,"4/11/2010",11,4,19.2,0,24.47,2.17,5,11,8,2,1.763,13,2.563,24.5,0.063,12.653,37.47040888,-91.26905441,"PLSE","count",NA,"NR",1,NA,1004,1,"1004_1"
2010,"4/11/2010",11,4,20.1,0,22.53,3.17,1,10,8,1,0.107,2.938,-0.625,26,0.099,10.095,37.46798559,-91.27023905,"PLSE","count",NA,"NR",1,NA,1032,1,"1032_1"
2010,"4/11/2010",11,4,20.2,0,28.87,2.67,9,32,8,2,0.094,14.563,0.063,34.5,0.073,12.923,37.46844732,-91.26909309,"PLSE","count",NA,"NR",1,NA,1059,1,"1059_1"
2010,"4/11/2010",11,4,15.1,1,17.8,3.67,7,15,8,1,1.863,3.938,0.688,23.5,0.084,7.445,37.46924014,-91.27581752,"PLSE","count",NA,"NR",1,NA,761,1,"761_1"
2010,"4/11/2010",11,4,17.1,1,12.13,1.83,3,4,8,1,0.291,1.375,-0.5,17.5,0.203,8.031,37.46555043,-91.27171563,"PLSE","count",NA,"NR",1,NA,869,1,"869_1"
2010,"4/11/2010",11,4,19.1,1,15.67,1.83,6,8,8,1,1.863,6.125,-0.375,26.5,0.082,10.295,37.47087035,-91.2679177,"PLSE","count",NA,"NR",1,NA,977,1,"977_1"
2010,"4/11/2010",11,4,13.1,2,20.07,1.17,7,13,8,1,1.981,4.813,1.188,27.5,0.206,11.377,37.46665072,-91.26876927,"PLSE","count",NA,"NR",1,NA,653,1,"653_1"
2010,"4/11/2010",11,4,15.2,2,21.47,2.5,7,0,8,2,1.837,10.875,2,20.5,0.06,12.351,37.46880057,-91.27466095,"PLSE","count",NA,"NR",1,NA,788,1,"788_1"
2010,"4/24/2010",24,4,13.2,1,15.47,1.67,5,15,1,2,1.056,6.063,1.25,30,0.049,11.759,37.46575438,-91.26817544,"PLSE","count",NA,"NR",1,NA,694,1,"694_1"
2010,"4/24/2010",24,4,17.2,2,16.73,2.67,6,7,1,2,0.034,9.063,0.813,28,0.071,7.874,37.46518227,-91.27289384,"PLSE","count",NA,"NR",1,NA,910,1,"910_1"
2010,"4/24/2010",24,4,13.1,3,15.47,2.33,6,2,1,1,1.981,4.813,1.188,27.5,0.206,11.377,37.46665072,-91.26876927,"PLSE","count",NA,"NR",1,NA,667,1,"667_1"
2010,"4/24/2010",24,4,16.1,4,15.8,1,6,19,1,1,0.047,7.25,0.125,30,0.097,4.507,37.46821881,-91.27175712,"PLSE","count",NA,"NR",1,NA,829,1,"829_1"
2010,"4/24/2010",24,4,17.1,4,15.73,2.17,3,10,1,1,0.291,1.375,-0.5,17.5,0.203,8.031,37.46555043,-91.27171563,"PLSE","count",NA,"NR",1,NA,883,1,"883_1"
2010,"4/25/2010",25,4,3.2,0,13.27,2.83,3,22,1,2,1.405,10.813,-1.063,34,0.07,11.828,37.47778679,-91.26662204,"PLSE","count",NA,"NR",1,NA,155,1,"155_1"
2010,"4/25/2010",25,4,5.2,0,12.47,1.83,2,8,1,2,1.565,14.125,2.688,31,0.072,9.315,37.48067256,-91.27277731,"PLSE","count",NA,"NR",1,NA,265,1,"265_1"
2010,"4/25/2010",25,4,16.2,0,11.07,1.5,3,11,1,2,0.049,10.25,-1.438,27.5,0.065,9.306,37.4676649,-91.27281487,"PLSE","count",NA,"NR",1,NA,856,1,"856_1"
2010,"4/25/2010",25,4,18.1,0,11.53,3.67,1,2,1,1,0.094,4.563,-0.063,22,0.08,8.12,37.47976171,-91.2753858,"PLSE","count",NA,"NR",1,NA,937,1,"937_1"
2010,"4/25/2010",25,4,12.1,1,11.73,2,4,7,1,1,1.707,6.563,-1.188,25.5,0.045,7.509,37.46898788,-91.26663224,"PLSE","count",NA,"NR",1,NA,613,1,"613_1"
2010,"4/25/2010",25,4,12.2,1,12.6,3.5,5,12,1,2,0.049,15,1.063,34,0.061,9.679,37.46850025,-91.26774154,"PLSE","count",NA,"NR",1,NA,640,1,"640_1"
2010,"4/25/2010",25,4,19.1,1,11.4,2.83,4,0,1,1,1.863,6.125,-0.375,26.5,0.082,10.295,37.47087035,-91.2679177,"PLSE","count",NA,"NR",1,NA,991,1,"991_1"
2010,"4/25/2010",25,4,1.1,2,11.73,2.5,2,38,1,1,1.694,2.313,-1.625,12,0.094,9.316,37.48009089,-91.27011763,"PLSE","count",NA,"NR",1,NA,21,1,"21_1"
2010,"4/25/2010",25,4,1.2,2,12.2,3.5,2,0,1,2,0.792,15.688,1,30.5,0.134,6.401,37.48017658,-91.26886121,"PLSE","count",NA,"NR",1,NA,47,1,"47_1"
2010,"4/25/2010",25,4,4.2,2,12,2.83,3,17,1,2,1.852,12.875,5.188,23,0.196,6.632,37.47525567,-91.25935509,"PLSE","count",NA,"NR",1,NA,211,1,"211_1"
2010,"4/25/2010",25,4,9.1,2,10.67,2.5,5,0,1,1,1.819,5,0,18,0.06,9.599,37.47055512,-91.26574709,"PLSE","count",NA,"NR",1,NA,451,1,"451_1"
2010,"4/25/2010",25,4,10.2,2,13.27,1.67,3,29,1,2,0.603,4.313,-1.875,30.5,0.108,6.788,37.46821352,-91.26381414,"PLSE","count",NA,"NR",1,NA,533,1,"533_1"
2010,"4/25/2010",25,4,19.2,2,11.53,2,4,2,1,2,1.763,13,2.563,24.5,0.063,12.653,37.47040888,-91.26905441,"PLSE","count",NA,"NR",1,NA,1018,1,"1018_1"
2010,"4/25/2010",25,4,3.1,3,13.53,1.67,9,5,1,1,1.073,6.375,-2.938,23.5,0.054,10.331,37.47836537,-91.26763985,"PLSE","count",NA,"NR",1,NA,128,1,"128_1"
2010,"4/25/2010",25,4,4.1,3,13.27,2.67,0,43,1,1,0.925,4.938,1.188,20,0.051,12.431,37.47625498,-91.25920405,"PLSE","count",NA,"NR",1,NA,184,1,"184_1"
2010,"4/25/2010",25,4,18.2,3,12.73,2.5,4,15,1,2,0.137,22.063,9.188,33,0.105,11.904,37.47905622,-91.27430583,"PLSE","count",NA,"NR",1,NA,964,1,"964_1"
2010,"4/25/2010",25,4,5.1,4,11.6,2.83,1,0,1,1,1.936,2.563,0.063,7,0.088,9.815,37.48135629,-91.27369574,"PLSE","count",NA,"NR",1,NA,238,1,"238_1"
2010,"4/25/2010",25,4,9.2,4,12.13,2.5,2,1,1,2,1.831,8.875,-0.188,26.5,0.151,11.89,37.47102856,-91.26463184,"PLSE","count",NA,"NR",1,NA,478,1,"478_1"
2010,"4/25/2010",25,4,10.1,4,11.6,2.5,9,3,1,1,1.974,2.938,-1.375,7,0.067,13.263,37.46910757,-91.26442046,"PLSE","count",NA,"NR",1,NA,506,1,"506_1"
2010,"4/26/2010",26,4,2.2,0,9.6,2.17,6,0,2,2,1.354,7.125,-0.813,19,0.092,7.329,37.47715833,-91.26983286,"PLSE","count",NA,"NR",1,NA,102,1,"102_1"
2010,"4/26/2010",26,4,14.1,0,10.2,1,3,71,2,1,0.293,12.188,-1.188,33,0.422,7.536,37.47125057,-91.27280423,"PLSE","count",NA,"NR",1,NA,723,1,"723_1"
2010,"4/26/2010",26,4,2.1,2,9.2,2.5,7,1,2,1,1.542,7.75,1.625,23.5,0.105,8.6,37.47746788,-91.27104415,"PLSE","count",NA,"NR",1,NA,75,1,"75_1"
2010,"4/26/2010",26,4,6.1,2,10.73,2.33,5,5,2,1,1.819,3.75,-2,28,0.17,7.468,37.47545396,-91.26568972,"PLSE","count",NA,"NR",1,NA,292,1,"292_1"
2010,"4/26/2010",26,4,7.1,2,11.53,3.33,0,31,2,1,0.519,9,-0.5,27,0.129,8.078,37.47350367,-91.2671717,"PLSE","count",NA,"NR",1,NA,346,1,"346_1"
2010,"4/26/2010",26,4,15.2,2,9.93,2.5,10,1,2,2,1.837,10.875,2,20.5,0.06,12.351,37.46880057,-91.27466095,"PLSE","count",NA,"NR",1,NA,804,1,"804_1"
2010,"4/26/2010",26,4,6.2,3,11.93,3.33,4,9,2,2,1.86,14.188,2.938,39,0.117,9.872,37.47571404,-91.26445053,"PLSE","count",NA,"NR",1,NA,319,1,"319_1"
2010,"4/26/2010",26,4,11.1,3,10.4,2.5,10,0,2,1,1.987,12.313,-0.063,27,0.07,10.002,37.471976,-91.27119388,"PLSE","count",NA,"NR",1,NA,561,1,"561_1"
2010,"4/26/2010",26,4,15.1,3,9.47,2.67,8,0,2,1,1.863,3.938,0.688,23.5,0.084,7.445,37.46924014,-91.27581752,"PLSE","count",NA,"NR",1,NA,777,1,"777_1"
2010,"4/26/2010",26,4,20.1,3,12.33,3.17,6,30,2,1,0.107,2.938,-0.625,26,0.099,10.095,37.46798559,-91.27023905,"PLSE","count",NA,"NR",1,NA,1048,1,"1048_1"
2010,"4/26/2010",26,4,20.2,3,12.67,2.67,7,16,2,2,0.094,14.563,0.063,34.5,0.073,12.923,37.46844732,-91.26909309,"PLSE","count",NA,"NR",1,NA,1075,1,"1075_1"
2010,"4/26/2010",26,4,8.1,5,11,3.33,4,4,2,1,1.578,3.188,0.625,19,0.053,9.889,37.47336106,-91.26483266,"PLSE","count",NA,"NR",1,NA,400,1,"400_1"
2010,"4/26/2010",26,4,8.2,6,12.47,2.67,3,28,2,2,1.926,12.625,3.438,30,0.079,11.844,37.47362364,-91.26361045,"PLSE","count",NA,"NR",1,NA,427,1,"427_1"
2010,"4/26/2010",26,4,7.2,7,11.43,3.33,4,15,2,2,1.145,18.25,13.188,23,0.184,8.835,37.47252487,-91.26684986,"PLSE","count",NA,"NR",1,NA,373,1,"373_1"
2010,"4/26/2010",26,4,11.2,8,11,3,5,1,2,2,0.125,19.563,6.938,32,0.069,4.676,37.47245679,-91.27006807,"PLSE","count",NA,"NR",1,NA,588,1,"588_1"
2010,"4/26/2010",26,4,14.2,9,10.6,2.17,3,53,2,2,1.22,13.563,0.125,31,0.166,7.113,37.47099097,-91.2740393,"PLSE","count",NA,"NR",1,NA,750,1,"750_1"
2010,"5/2/2010",2,5,6.2,0,18.53,2.33,0,7,1,2,1.86,14.188,2.938,39,0.117,9.872,37.47571404,-91.26445053,"PLSE","count",NA,"NR",1,NA,296,1,"296_1"
2010,"5/2/2010",2,5,1.1,2,15.93,2,3,31,1,1,1.694,2.313,-1.625,12,0.094,9.316,37.48009089,-91.27011763,"PLSE","count",NA,"NR",1,NA,1,1,"1_1"
2010,"5/2/2010",2,5,8.1,2,17,2.17,5,1,1,1,1.578,3.188,0.625,19,0.053,9.889,37.47336106,-91.26483266,"PLSE","count",NA,"NR",1,NA,377,1,"377_1"
2010,"5/2/2010",2,5,20.1,2,14.87,2.5,3,3,1,1,0.107,2.938,-0.625,26,0.099,10.095,37.46798559,-91.27023905,"PLSE","count",NA,"NR",1,NA,1025,1,"1025_1"
2010,"5/2/2010",2,5,3.1,3,16.8,2.33,3,0,1,1,1.073,6.375,-2.938,23.5,0.054,10.331,37.47836537,-91.26763985,"PLSE","count",NA,"NR",1,NA,107,1,"107_1"
2010,"5/2/2010",2,5,4.2,3,16.27,2.17,8,1,1,2,1.852,12.875,5.188,23,0.196,6.632,37.47525567,-91.25935509,"PLSE","count",NA,"NR",1,NA,188,1,"188_1"
2010,"5/2/2010",2,5,5.1,3,15.4,2.33,1,5,1,1,1.936,2.563,0.063,7,0.088,9.815,37.48135629,-91.27369574,"PLSE","count",NA,"NR",1,NA,215,1,"215_1"
2010,"5/2/2010",2,5,5.2,3,15.93,1.5,4,13,1,2,1.565,14.125,2.688,31,0.072,9.315,37.48067256,-91.27277731,"PLSE","count",NA,"NR",1,NA,242,1,"242_1"
2010,"5/2/2010",2,5,6.1,3,16.47,2.17,4,4,1,1,1.819,3.75,-2,28,0.17,7.468,37.47545396,-91.26568972,"PLSE","count",NA,"NR",1,NA,269,1,"269_1"
2010,"5/2/2010",2,5,7.1,3,16.67,2,2,9,1,1,0.519,9,-0.5,27,0.129,8.078,37.47350367,-91.2671717,"PLSE","count",NA,"NR",1,NA,323,1,"323_1"
2010,"5/2/2010",2,5,7.2,3,16.93,1,0,2,1,2,1.145,18.25,13.188,23,0.184,8.835,37.47252487,-91.26684986,"PLSE","count",NA,"NR",1,NA,350,1,"350_1"
2010,"5/2/2010",2,5,20.2,3,14.07,1.17,5,11,1,2,0.094,14.563,0.063,34.5,0.073,12.923,37.46844732,-91.26909309,"PLSE","count",NA,"NR",1,NA,1052,1,"1052_1"
2010,"5/2/2010",2,5,1.2,4,16,2.33,3,4,1,2,0.792,15.688,1,30.5,0.134,6.401,37.48017658,-91.26886121,"PLSE","count",NA,"NR",1,NA,27,1,"27_1"
2010,"5/2/2010",2,5,4.1,5,15.47,2.33,3,9,1,1,0.925,4.938,1.188,20,0.051,12.431,37.47625498,-91.25920405,"PLSE","count",NA,"NR",1,NA,161,1,"161_1"
2010,"5/2/2010",2,5,8.2,6,18.13,1,4,13,1,2,1.926,12.625,3.438,30,0.079,11.844,37.47362364,-91.26361045,"PLSE","count",NA,"NR",1,NA,404,1,"404_1"
2010,"5/2/2010",2,5,3.2,7,16.53,1.67,1,18,1,2,1.405,10.813,-1.063,34,0.07,11.828,37.47778679,-91.26662204,"PLSE","count",NA,"NR",1,NA,134,1,"134_1"
2010,"5/3/2010",3,5,12.1,0,23.07,1.5,1,8,2,1,1.707,6.563,-1.188,25.5,0.045,7.509,37.46898788,-91.26663224,"PLSE","count",NA,"NR",1,NA,593,1,"593_1"
2010,"5/3/2010",3,5,14.1,1,18.93,0.33,0,39,2,1,0.293,12.188,-1.188,33,0.422,7.536,37.47125057,-91.27280423,"PLSE","count",NA,"NR",1,NA,701,1,"701_1"
2010,"5/3/2010",3,5,16.1,1,17.93,2.67,9,21,2,1,0.047,7.25,0.125,30,0.097,4.507,37.46821881,-91.27175712,"PLSE","count",NA,"NR",1,NA,809,1,"809_1"
2010,"5/3/2010",3,5,17.2,1,11.6,1.67,3,16,2,2,0.034,9.063,0.813,28,0.071,7.874,37.46518227,-91.27289384,"PLSE","count",NA,"NR",1,NA,890,1,"890_1"
2010,"5/3/2010",3,5,11.2,2,16.27,1.83,2,3,2,2,0.125,19.563,6.938,32,0.069,4.676,37.47245679,-91.27006807,"PLSE","count",NA,"NR",1,NA,566,1,"566_1"
2010,"5/3/2010",3,5,12.2,2,20.47,2.33,11,16,2,2,0.049,15,1.063,34,0.061,9.679,37.46850025,-91.26774154,"PLSE","count",NA,"NR",1,NA,620,1,"620_1"
2010,"5/3/2010",3,5,14.2,2,18.27,0.83,4,7,2,2,1.22,13.563,0.125,31,0.166,7.113,37.47099097,-91.2740393,"PLSE","count",NA,"NR",1,NA,728,1,"728_1"
2010,"5/3/2010",3,5,16.2,2,17.87,1.5,4,8,2,2,0.049,10.25,-1.438,27.5,0.065,9.306,37.4676649,-91.27281487,"PLSE","count",NA,"NR",1,NA,836,1,"836_1"
2010,"5/3/2010",3,5,18.1,2,17.67,2.67,0,0,2,1,0.094,4.563,-0.063,22,0.08,8.12,37.47976171,-91.2753858,"PLSE","count",NA,"NR",1,NA,917,1,"917_1"
2010,"5/3/2010",3,5,19.1,2,19.2,2.17,5,4,2,1,1.863,6.125,-0.375,26.5,0.082,10.295,37.47087035,-91.2679177,"PLSE","count",NA,"NR",1,NA,971,1,"971_1"
2010,"5/3/2010",3,5,11.1,3,16.33,2.17,0,24,2,1,1.987,12.313,-0.063,27,0.07,10.002,37.471976,-91.27119388,"PLSE","count",NA,"NR",1,NA,539,1,"539_1"
2010,"5/3/2010",3,5,9.2,4,19.6,2.17,4,0,2,2,1.831,8.875,-0.188,26.5,0.151,11.89,37.47102856,-91.26463184,"PLSE","count",NA,"NR",1,NA,458,1,"458_1"
2010,"5/3/2010",3,5,10.2,4,18.6,1.67,1,17,2,2,0.603,4.313,-1.875,30.5,0.108,6.788,37.46821352,-91.26381414,"PLSE","count",NA,"NR",1,NA,512,1,"512_1"
2010,"5/3/2010",3,5,19.2,4,16.13,2.5,6,6,2,2,1.763,13,2.563,24.5,0.063,12.653,37.47040888,-91.26905441,"PLSE","count",NA,"NR",1,NA,998,1,"998_1"
2010,"5/3/2010",3,5,9.1,5,17.67,2.5,2,0,2,1,1.819,5,0,18,0.06,9.599,37.47055512,-91.26574709,"PLSE","count",NA,"NR",1,NA,431,1,"431_1"
2010,"5/3/2010",3,5,13.2,5,10.6,1.83,7,7,2,2,1.056,6.063,1.25,30,0.049,11.759,37.46575438,-91.26817544,"PLSE","count",NA,"NR",1,NA,674,1,"674_1"
2010,"5/3/2010",3,5,18.2,5,18.53,1.67,0,36,2,2,0.137,22.063,9.188,33,0.105,11.904,37.47905622,-91.27430583,"PLSE","count",NA,"NR",1,NA,944,1,"944_1"
2010,"5/3/2010",3,5,13.1,6,9.47,2.17,2,6,2,1,1.981,4.813,1.188,27.5,0.206,11.377,37.46665072,-91.26876927,"PLSE","count",NA,"NR",1,NA,647,1,"647_1"
2010,"5/3/2010",3,5,17.1,7,13.07,2,3,2,2,1,0.291,1.375,-0.5,17.5,0.203,8.031,37.46555043,-91.27171563,"PLSE","count",NA,"NR",1,NA,863,1,"863_1"
2010,"5/3/2010",3,5,10.1,9,16.73,2.5,1,2,2,1,1.974,2.938,-1.375,7,0.067,13.263,37.46910757,-91.26442046,"PLSE","count",NA,"NR",1,NA,485,1,"485_1"
2010,"5/4/2010",4,5,2.1,0,13,2.17,2,5,3,1,1.542,7.75,1.625,23.5,0.105,8.6,37.47746788,-91.27104415,"PLSE","count",NA,"NR",1,NA,54,1,"54_1"
2010,"5/4/2010",4,5,2.2,0,13.67,2.17,2,23,3,2,1.354,7.125,-0.813,19,0.092,7.329,37.47715833,-91.26983286,"PLSE","count",NA,"NR",1,NA,81,1,"81_1"
2010,"5/4/2010",4,5,15.2,4,9.47,1.67,3,4,3,2,1.837,10.875,2,20.5,0.06,12.351,37.46880057,-91.27466095,"PLSE","count",NA,"NR",1,NA,783,1,"783_1"
2010,"5/4/2010",4,5,15.1,6,9.47,2.5,0,18,3,1,1.863,3.938,0.688,23.5,0.084,7.445,37.46924014,-91.27581752,"PLSE","count",NA,"NR",1,NA,756,1,"756_1"
2010,"5/8/2010",8,5,2.1,0,7.2,2.17,4,4,7,1,1.542,7.75,1.625,23.5,0.105,8.6,37.47746788,-91.27104415,"PLSE","count",NA,"NR",1,NA,58,1,"58_1"
2010,"5/8/2010",8,5,2.2,0,9.13,1.83,2,5,7,2,1.354,7.125,-0.813,19,0.092,7.329,37.47715833,-91.26983286,"PLSE","count",NA,"NR",1,NA,85,1,"85_1"
2010,"5/8/2010",8,5,9.1,0,17.73,2,1,1,7,1,1.819,5,0,18,0.06,9.599,37.47055512,-91.26574709,"PLSE","count",NA,"NR",1,NA,435,1,"435_1"
2010,"5/8/2010",8,5,10.2,0,14,1,2,7,7,2,0.603,4.313,-1.875,30.5,0.108,6.788,37.46821352,-91.26381414,"PLSE","count",NA,"NR",1,NA,516,1,"516_1"
2010,"5/8/2010",8,5,12.1,0,13.8,2.33,2,2,7,1,1.707,6.563,-1.188,25.5,0.045,7.509,37.46898788,-91.26663224,"PLSE","count",NA,"NR",1,NA,597,1,"597_1"
2010,"5/8/2010",8,5,12.2,0,24.87,1.5,6,10,7,2,0.049,15,1.063,34,0.061,9.679,37.46850025,-91.26774154,"PLSE","count",NA,"NR",1,NA,624,1,"624_1"
2010,"5/8/2010",8,5,13.2,0,14.53,1.83,4,4,7,2,1.056,6.063,1.25,30,0.049,11.759,37.46575438,-91.26817544,"PLSE","count",NA,"NR",1,NA,679,1,"679_1"
2010,"5/8/2010",8,5,14.1,0,10.53,1.33,2,28,7,1,0.293,12.188,-1.188,33,0.422,7.536,37.47125057,-91.27280423,"PLSE","count",NA,"NR",1,NA,706,1,"706_1"
2010,"5/8/2010",8,5,15.2,0,10.27,2.33,1,12,7,2,1.837,10.875,2,20.5,0.06,12.351,37.46880057,-91.27466095,"PLSE","count",NA,"NR",1,NA,787,1,"787_1"
2010,"5/8/2010",8,5,16.1,0,16.33,0.67,1,78,7,1,0.047,7.25,0.125,30,0.097,4.507,37.46821881,-91.27175712,"PLSE","count",NA,"NR",1,NA,814,1,"814_1"
2010,"5/8/2010",8,5,16.2,0,14.6,1.83,5,10,7,2,0.049,10.25,-1.438,27.5,0.065,9.306,37.4676649,-91.27281487,"PLSE","count",NA,"NR",1,NA,841,1,"841_1"
2010,"5/8/2010",8,5,17.1,0,14.53,1.83,1,6,7,1,0.291,1.375,-0.5,17.5,0.203,8.031,37.46555043,-91.27171563,"PLSE","count",NA,"NR",1,NA,868,1,"868_1"
2010,"5/8/2010",8,5,17.2,0,17.4,1,0,40,7,2,0.034,9.063,0.813,28,0.071,7.874,37.46518227,-91.27289384,"PLSE","count",NA,"NR",1,NA,895,1,"895_1"
